Rooms,Type,Price,Bedrooms,Baths,Car,HouseArea,LotArea,BuiltYear
3,t,1435000,3,3,2,3377,1947,2014
2,u,592000,2,1,1,1331,,
3,h,900000,3,2,2,2904,,
4,h,1780000,4,2,2,6347,,
3,t,1260000,3,2,2,7359,1518,1960
3,h,620000,3,1,2,8712,1111,1970
4,h,,4,3,2,9790,1599.4,1992
2,u,600000,2,1,1,,814,1960
3,t,1215000,3,2,2,3454,,
2,u,615000,2,1,1,36476,935,1970
4,h,,,,,,,
3,h,790000,3,1,2,9548,,
4,h,770000,4,2,2,7953,11,1970
4,h,1831000,4,1,1,7282,,
3,h,800000,3,1,2,6501,,
3,u,381500,,,,,,
4,h,,4,2,4,7172,2420,1985
2,u,845000,2,1,1,1100,1210,1960
2,u,,,,,,,
1,u,495000,1,1,1,,,1970
2,u,760000,2,1,1,1518,,1980
3,h,1240000,3,2,2,2266,,
2,u,950000,,,,,,
3,t,470000,,,,,,
3,h,586000,3,1,1,7447,,
2,h,,,,,,,
4,h,706000,4,1,4,8272,1265,1960
3,h,550000,3,2,1,6622,,
4,h,456000,4,2,2,6336,2079,2010
2,u,555000,2,2,1,2277,,
2,h,650000,2,1,1,1188,770,1970
4,h,1080000,4,2,0,2816,,
3,t,,3,2,1,1837,1386,2013
2,t,725000,,,,,,
2,h,620000,2,1,1,1353,869,1960
2,h,683000,2,1,1,,1001,1970
2,h,,2,1,0,1705,1155,1900
2,h,501000,2,1,1,781,517,1970
2,u,615000,2,1,1,,770,2008
2,h,1220000,2,1,1,5049,,
2,h,1150000,2,1,1,5929,1177,1940
1,u,328000,1,1,1,,,
2,u,400000,2,2,1,,,
3,t,,3,1,1,1738,,
3,t,773500,,,,,,
4,h,,4,2,2,7161,3025,2003
3,h,1750500,3,1,2,7909,,
4,u,,,,,,,
2,u,,2,1,2,56100,649,2012
3,u,835000,3,2,2,3817,1573,2000
3,h,,3,2,2,6501,1770.01,2000
3,h,640000,3,2,2,3476,1870,2008
3,t,1280000,3,2,2,2046,1738,2014
5,h,2400000,5,2,0,6963,,1939
2,u,682000,2,1,1,12166,,1970
4,h,2500000,4,2,3,10417,2475,1930
3,u,682000,3,1,2,31493,,
2,u,600800,2,1,1,17875,11,1960
3,h,,3,2,2,4642,1375,1930
2,u,,2,2,1,,,2002
3,h,920000,3,1,0,1078,,
2,h,1690000,2,1,1,1903,,
3,u,550000,,,,,,
2,u,680000,2,1,1,1595,,2010
1,u,316000,1,1,1,21758,,
4,t,1600000,,,,,,
3,u,1151000,3,2,1,2849,1265,1995
3,h,518000,3,2,2,3388,,
3,h,625000,3,2,1,4169,1870,1950
3,h,480000,3,1,0,5808,1166,1981
1,u,,1,1,0,27137,,
3,u,,,,,,,
5,t,1050000,5,2,2,3036,1749,2011
3,h,750000,3,1,2,5093,,
5,h,835500,5,5,4,6270,2673,1990
4,h,1740000,4,2,2,7931,3113,2010
2,u,560000,2,1,2,2002,,
2,u,,,,,,,
2,t,751000,2,1,1,1881,,
3,t,1237500,,,,,,
2,t,,2,1,1,616,,
5,h,976000,5,3,2,5907,,
3,t,,3,2,1,1342,,
4,h,1662500,4,2,0,2101,,
2,u,591000,2,1,1,,704,1970
2,h,650000,2,1,1,1639,,1970
4,h,1400000,4,2,2,4686,1815,1930
2,h,996000,2,1,1,5236,1067,1930
1,u,430000,1,1,1,1133,,
4,h,1011000,4,2,2,5500,1595,1930
2,t,,2,1,1,1826,1056,2003
3,h,770000,3,1,1,5720,,
3,t,830000,3,2,2,3025,1562,2008
3,h,455000,3,1,1,6182,,
3,h,,,,,,,
4,h,510000,4,2,1,3696,913,2014
4,h,620000,,,,,,
4,h,590000,4,2,2,5632,2207.81,2007
3,h,470000,,,,,,
4,h,662000,,,,,,
3,h,390000,3,1,1,3311,1199,2001
4,h,,4,2,1,5555,,2000
4,h,500000,4,2,0,6369,1639,1990
2,h,1150000,2,1,2,19800,,
3,h,745000,3,2,2,3267,,
3,h,1130000,,,,,,
3,h,928000,3,1,1,10791,,
4,h,1020000,4,2,2,6160,2783,
4,h,,4,2,2,8547,,
4,u,617000,4,3,2,3069,,2008
5,h,,5,2,2,7568,3142.7,2008
3,h,632000,,,,,,
2,h,,2,1,0,3784,660,1960
4,h,,4,2,2,7216,,
4,h,,4,2,2,7095,1430,1965
2,u,478000,,,,,,
3,h,1420000,3,1,2,7931,1430,1965
3,h,1120000,3,1,1,7975,,
6,h,1655000,6,3,2,7612,,
3,t,970000,3,2,2,3113,,
4,h,1225000,4,2,2,5621,,1988
3,t,1120000,3,2,2,2783,2783,
3,h,1460000,3,1,2,7260,1287,1965
3,h,,3,1,2,8195,,
4,h,500000,4,2,2,6050,,
4,h,531000,4,2,2,4521,,
3,h,508000,3,1,2,7480,,
3,h,450000,3,1,0,6435,935,1960
3,u,430000,,,,,,
4,h,3300000,4,2,3,19613,,
3,h,,,,,,,
4,u,700000,4,2,2,3520,,
2,u,910000,,,,,,
2,u,815000,,,,,,
2,u,834500,2,1,2,5918,1012,2005
4,h,850000,4,2,2,7568,,
4,h,920000,4,3,2,16533,2299,1980
5,h,850000,5,2,1,8943,,
2,u,,2,1,1,,1108.8,1970
2,u,930000,2,1,1,9207,880,1930
2,u,720000,2,1,2,8767,990,1920
2,u,,2,1,1,,759,1960
2,u,790000,,,,,,
2,u,,2,1,0,,,
3,t,1035000,3,2,2,,1221,2010
3,h,1820000,3,2,3,1584,,
2,t,710000,2,1,1,,,1980
2,u,715000,2,1,1,8745,880,2005
2,h,655000,2,1,0,11000,899.69,1980
3,h,630000,3,2,2,6391,1408,1985
5,h,1015000,5,2,2,9196,,1992
3,h,676000,3,2,3,8910,1254,1980
3,h,580000,3,1,8,7315,,
3,h,,3,2,2,7150,1353,1986
4,h,658000,4,2,2,6281,2200,1997
3,h,500000,3,2,2,3531,1430,2011
3,t,460000,,,,,,
3,h,560000,3,2,1,4290,1617,2007
5,h,,5,2,2,5621,,2007
2,u,503000,2,2,2,2354,1265,2000
2,u,468000,2,1,1,,,
3,t,1002000,3,2,2,3212,,
3,h,1315000,3,3,1,2486,,
3,t,1000000,,,,,,
2,u,550000,2,1,1,11352,,
3,h,1875000,3,1,2,9108,,
3,h,1800000,3,1,2,7667,1232,1925
1,u,,1,1,1,,297,
3,h,661000,3,1,2,6809,,
3,h,861000,3,2,1,7920,1782,1960
3,h,760000,3,1,3,10824,,
4,h,890000,4,2,2,7249,1947,1992
2,u,,2,1,1,20999,1045,2007
2,u,370000,2,1,1,,660,1960
2,h,957000,2,1,0,1628,,
3,h,,,,,,,
3,h,,3,2,2,7513,,
2,u,266000,2,1,1,,,1968
4,h,680000,4,2,3,8437,2310,1980
3,h,655000,3,2,1,7480,,
4,h,,4,2,2,17061,,
3,h,570000,3,1,4,6952,1144,1960
4,h,945000,4,2,2,7634,2915,2009
2,u,450000,2,1,1,,847,2010
4,t,,,,,,,
3,h,,3,2,2,7667,,
2,u,,2,1,1,,891,1960
4,h,1908000,4,1,1,7722,,
2,t,955000,2,1,1,2167,11,1970
4,h,1200000,4,2,2,7260,,
4,h,,4,2,2,7403,,
3,h,1130000,3,1,1,9196,,
3,h,,3,1,1,9592,,
3,h,820000,3,1,4,7150,1485,1950
3,h,760000,3,1,4,6875,,
4,h,,4,1,2,7271,,
3,h,680000,3,1,1,4642,1144,1960
3,u,,3,2,1,9295,1342,2012
3,h,629500,3,1,1,6710,,
3,h,900000,3,2,2,4983,,
4,h,770000,4,2,2,8679,1859,1975
4,h,887500,4,2,2,8107,,
4,h,900000,4,3,1,8877,2090,1975
3,h,633000,,,,,,
3,h,860000,3,2,2,6501,,
5,h,,5,3,2,9416,2596,1920
2,u,580000,2,1,1,,,
2,u,840000,2,1,1,10714,,1960
3,h,1460000,3,1,1,2849,,
2,u,400000,2,1,1,,,1955
3,h,901000,3,2,2,7458,,1975
3,h,,3,2,2,7304,1958,1960
3,t,835000,3,2,2,1771,1485,2010
4,h,1535000,4,3,2,,,
3,h,1257000,3,1,2,6292,,
3,t,1200000,3,1,2,2959,1375,2000
3,t,1030000,3,2,2,2640,1980,2006
3,h,1260000,3,1,0,7062,,
4,t,1200000,4,2,2,3344,2013,2007
2,h,1150000,2,1,2,6501,1100,1950
3,u,485000,3,2,2,3795,,2005
4,h,618350,4,2,2,5962,2431,2009
3,h,,3,2,0,8261,,
3,h,540000,3,2,2,6380,2200,1990
3,h,,3,2,1,4785,1716,2003
4,h,,4,2,6,16148,2266,1998
4,h,,4,2,2,6600,,
3,h,990000,3,1,2,6908,,1965
4,h,2250000,4,2,2,11121,,
4,h,2530000,4,2,0,7007,3366,1936
4,h,,4,3,3,11242,,
3,h,620500,3,1,4,8404,,
4,h,1475000,4,2,2,10868,,
3,h,750000,3,2,2,8371,2442,1980
5,h,765000,5,3,4,7150,1958,1970
2,u,445000,2,1,1,19525,649,
2,u,501000,2,1,1,43527,,2008
2,h,,2,1,0,1815,880,1900
3,h,1060000,3,1,0,2090,,
3,t,1405000,3,2,2,3575,1419,1980
2,u,,2,1,1,,858,1976
4,h,3015000,4,2,2,8943,3036,1970
3,h,1500000,3,2,2,4906,,
3,h,745000,3,1,4,5940,1188,1980
3,h,725000,3,2,4,6083,,
4,h,,4,1,0,5907,,
1,u,216000,1,1,1,,,
5,h,1070000,5,2,2,7986,,
3,h,375000,3,2,1,7007,1441,1980
2,u,444000,2,1,1,3047,1100,1980
3,h,544000,3,1,2,5874,1419,1960
3,h,580500,3,1,1,5852,10274,1980
4,h,710000,4,1,1,6897,,1970
3,h,700000,3,1,2,6875,,
3,h,565500,3,2,2,3971,,
4,h,1129000,4,2,2,8712,,
4,h,,,,,,,
3,h,1210000,,,,,,
3,t,670000,3,2,2,1749,1408,2016
4,t,821000,4,3,2,3234,1661,2014
2,u,,2,1,1,,,1970
2,h,,2,1,3,7667,7733,
3,h,600000,,,,,,
3,t,360000,3,1,1,1694,1188,2008
3,h,,3,1,1,,,
3,h,510000,3,1,1,7370,1111,1960
2,u,422000,,,,,,
2,u,565000,2,1,0,979,935,2003
3,u,750000,,,,,,
2,u,540000,2,1,0,,,1950
3,h,300000,3,1,1,6435,,
3,h,385000,3,1,2,7370,1364,1975
4,h,427500,4,1,2,9515,1429.12,1980
2,u,641000,2,1,1,,,
3,u,,3,1,1,,,
3,h,668000,3,2,1,6105,2156,1990
3,h,650000,3,2,1,7271,1551,1990
2,h,490000,2,1,2,4114,1100,
4,h,800000,4,2,2,7414,,
5,h,955000,5,2,5,7678,,1995
3,h,635000,3,1,2,5808,,
3,t,943000,3,1,1,2728,,2000
2,u,,2,1,1,1606,891,1960
4,h,1400000,4,2,1,4125,2200,1930
3,h,1245000,3,1,0,2574,,1914
3,t,920000,3,2,2,2530,,
4,t,1320000,,,,,,
3,h,696000,3,1,2,9746,1320,1960
2,u,600000,2,1,1,,,1967
2,u,440000,,,,,,
3,t,630000,,,,,,
4,h,,4,1,1,8393,,
4,h,,4,3,2,8030,2860,
4,h,,4,1,2,7931,,
3,h,1635000,3,1,2,7920,,1960
3,h,1406000,3,2,2,7260,1463,1960
4,h,1640000,4,2,2,8921,,
3,h,9000000,3,1,1,8184,1287,1960
3,h,1001000,3,1,2,7997,1848,1970
3,h,,3,1,2,7425,,
4,h,1030000,4,2,2,5412,,
2,u,540000,2,1,1,880,737,1970
2,u,910000,2,1,2,4422,1166,1970
1,u,295000,1,1,1,,495,1970
3,h,1965000,3,2,3,10186,638,
3,h,,3,1,1,7425,,1980
3,h,,3,1,2,9009,1001,1971
3,t,950000,3,2,2,2321,,
3,h,881000,,,,,,
3,h,,3,1,2,4917,,
2,u,582000,2,1,1,10593,946,2012
3,h,695000,3,1,1,7381,1562,1950
3,u,681000,3,1,1,20273,,1960
1,u,,1,1,2,65703,,1975
2,h,1803000,2,2,0,1309,,
2,h,950000,2,1,0,1254,,
3,h,1610000,3,1,4,7623,,
4,h,1515000,4,1,2,3498,1771,1920
2,h,,2,1,1,4114,1122,1935
2,u,725000,2,1,2,9328,,
3,u,813000,3,2,2,2926,1474,2001
2,t,545000,2,1,1,,880,2013
4,h,1300000,4,2,2,9526,1925,1960
4,h,1260000,4,2,2,7216,2244,1960
4,h,921000,4,1,4,6050,,1950
3,h,1250000,3,1,2,7480,,
3,h,840000,3,1,4,6611,,
1,u,,1,1,1,,,
2,t,,,,,,,
5,h,1350000,5,2,2,7183,,
2,u,541000,2,1,1,1463,,
2,u,565000,2,1,2,2079,,1980
3,h,840000,3,1,1,4818,,
6,h,,6,5,2,6963,4803.04,2013
3,t,,3,1,1,8019,,
3,h,940000,3,1,1,6149,1199,1955
1,h,942000,,,,,,
4,h,620000,4,2,2,4928,2618,2011
4,h,,4,2,2,6886,2332,2003
4,h,,4,2,2,6732,2981,2004
4,h,801000,4,2,2,6908,,
2,h,1722500,2,1,0,1111,825,1900
3,h,2730000,3,1,1,3564,,
3,h,1030000,3,1,0,1430,,
2,u,520000,2,2,1,12221,,2012
2,h,,2,1,0,1331,924,1900
4,h,1485000,4,1,2,5599,2222,1920
7,h,1350000,7,3,4,5830,,
3,h,905000,3,1,1,5203,,
3,h,1045000,3,1,2,5720,,
3,h,,3,1,3,7898,,
4,h,905000,4,1,2,9570,,
3,h,,,,,,,
2,h,875000,2,1,2,5709,,
3,h,670000,3,2,1,5896,,1970
3,h,605000,3,1,1,5940,,
2,t,672000,2,1,1,2673,1320,2012
2,u,660000,2,1,1,48642,,
3,h,1310000,3,1,1,2299,,1920
2,u,666000,2,1,1,,660,
1,u,330000,1,1,1,,480.7,1970
2,u,927000,2,1,2,,,2000
2,u,905000,,,,,,
3,h,,3,1,0,1496,990,1900
2,u,575500,2,1,1,,,
4,h,,,,,,,
3,h,1400000,3,2,4,10351,1067,1950
5,h,850000,5,3,2,7161,,
4,h,1005000,4,2,2,8635,,
2,u,558500,2,1,1,15983,693,1970
3,h,393200,3,1,1,4400,,
3,h,460000,3,2,3,2926,1683,2000
3,h,490000,3,2,2,4400,1573,1996
4,h,1660000,4,2,2,4290,2585,2004
4,h,1235000,4,2,2,4444,1815,1925
4,h,590000,4,2,2,5841,,
4,h,870000,4,2,2,8481,1760,1965
4,h,880000,4,2,2,5885,2189,1970
1,u,312000,1,1,0,,,
2,h,945000,2,1,1,1386,715,1890
3,t,730000,3,2,2,3740,1485,2000
3,h,2200000,3,2,1,2145,,1857
2,h,980000,2,1,0,704,1232,2000
4,h,,4,2,2,3784,1870,2000
3,h,591000,,,,,,
4,h,,4,2,2,2992,,
4,h,561000,4,2,1,2519,1716,
4,h,612000,4,2,2,6787,,
3,h,690000,3,2,4,8866,,1985
1,u,645000,,,,,,
2,u,1090000,2,2,2,189200,,2000
3,t,,3,1,2,1232,1573,1990
2,u,570000,2,1,1,,704,1965
1,u,555000,1,1,1,,,
2,u,732000,2,1,0,42911,,1996
4,h,1192000,,,,,,
4,h,,4,1,1,6424,,
2,h,,2,1,1,8173,,
1,u,481000,1,1,1,,,1940
2,u,600000,2,1,1,,902,1930
3,t,,,,,,,
2,u,360000,2,1,1,1573,1232,1999
4,h,597000,4,2,4,10329,,1977
3,h,,3,1,1,6380,1243,1980
3,h,475000,3,1,4,8294,1441,1985
3,h,495000,3,2,2,6193,1650,1994
3,t,590000,,,,,,
3,h,695000,3,1,0,7634,1249.6,1950
3,h,760000,3,1,2,12573,1100,1980
3,h,583500,3,1,1,7392,1210,1970
3,u,1050000,3,2,2,,,
3,h,585000,3,2,2,7282,2552,2004
4,h,,4,2,2,6567,2233,2004
3,h,685000,3,1,2,7458,,
3,h,693000,3,2,3,7953,,
4,h,,,,,,,
3,h,1245000,3,2,2,8569,1485,1970
6,h,2000000,6,3,2,11594,2585,1970
3,h,867000,3,1,3,9009,,
2,u,407000,2,1,1,1540,858,2010
3,h,590500,3,1,1,6435,,
3,h,1000000,3,2,2,3663,,
3,h,891000,3,2,2,2189,1540,1999
3,h,615500,3,2,1,2618,1298,2011
2,u,300000,2,1,1,,729.52,1980
4,h,908000,4,2,1,8965,,
4,h,850000,4,2,3,8635,,
4,h,1200000,4,2,3,8151,,
3,h,,3,2,2,6996,,
5,h,1310000,5,3,2,8998,2805,1985
4,h,930000,4,2,2,7029,,
2,u,686000,2,1,1,1859,,2007
4,h,,4,2,2,6600,,
4,h,755000,4,1,2,6743,,
2,h,678000,2,1,1,5357,,
4,h,645000,4,2,2,6105,2607,2002
4,h,482500,4,2,0,5863,1870,1980
3,u,394000,3,2,4,3157,1507,2013
3,h,597000,3,1,1,7392,,
2,u,,2,1,1,,1012,
4,h,1300000,4,2,2,6468,,1970
4,h,821000,4,3,2,5984,2904,1997
3,h,,3,1,2,6160,1177,1970
3,h,635000,3,2,1,7601,1947,1975
5,h,1095000,5,2,2,6919,,
4,h,,4,2,2,7216,1925,1980
3,h,601000,3,2,1,10692,1639,1996
3,h,1050000,3,1,0,1969,1265,1890
1,u,385000,1,1,1,,392.04,1967
3,h,1285000,3,1,0,3256,,
2,u,560000,2,1,1,,677.6,2012
3,h,525300,3,2,2,4400,,
2,h,750000,2,1,2,2959,,
6,h,2450000,6,3,2,11957,4273.5,1920
3,t,645000,,,,,,
4,h,1436000,4,3,3,5621,2057,1922
2,u,421000,2,1,1,,,1995
3,h,,3,2,2,,,
2,h,1910000,2,1,1,,,
5,h,905000,5,2,3,8052,,1925
4,h,1680000,4,3,2,7920,,
3,h,913000,3,2,3,5830,1628,1985
3,h,870000,3,1,2,,,
3,h,590000,3,1,2,5049,,
3,h,1070000,3,1,3,7623,1474,1950
4,h,5100000,4,2,2,8371,2805,1900
2,u,450000,2,1,,,,1970
2,u,820000,2,1,1,16511,,
2,h,1330000,2,2,1,,,1969
3,t,1160000,3,1,2,,,
3,t,985000,,,,,,
3,h,877000,,,,,,
3,h,1130000,3,1,1,,1210,1910
3,h,985000,3,1,,2695,1001,1945
3,h,,3,1,2,7315,,1950
4,t,,4,3,2,3146,2574,2014
3,u,695000,3,2,1,,,
4,h,905000,4,1,2,,,
2,u,600000,2,1,1,25113,935,1980
2,h,870000,2,1,1,,990,1950
5,h,,5,5,2,,4279,2017
3,h,1785000,3,2,3,7513,,
3,t,1485000,3,2,5,,,
3,h,,3,1,3,,,
4,h,,4,3,4,11880,,
4,h,2650000,4,2,2,10956,,
3,t,1005000,3,2,2,,,
4,h,,4,2,2,,2849,1950
5,h,1951000,5,3,3,7821,,1960
5,h,1950000,5,3,2,8173,,1949
5,h,1800000,5,2,2,,,
3,h,824000,3,1,2,7975,1232,1980
4,h,1375000,,,,,,
4,h,1630000,4,2,2,,,
3,h,1405000,3,2,2,,,
4,h,2310000,4,3,4,,2574,1940
4,t,,4,4,2,7667,,
4,h,,,,,,,
3,t,1200000,,,,,,
5,h,1660000,5,3,2,,,
2,u,770000,,,,,,
4,t,1330000,4,3,2,,2343,2014
3,h,1290000,3,1,2,,,
4,h,1216000,4,1,2,6413,,
3,h,,3,2,1,3707,1870,1971
4,t,1138000,,,,,,
2,h,1575000,2,1,5,6457,,
4,h,,,,,,,
3,t,1065000,,,,,,
3,h,,3,1,2,6479,1386,1970
3,h,1140000,3,1,2,,1331,1960
3,h,1470000,3,2,2,6776,1694,1960
4,h,827000,4,2,2,,2970,2007
5,h,940000,5,4,2,,2376,1984
4,h,975000,4,3,2,7425,3652,2005
5,h,,5,3,2,,,
4,h,1950000,4,3,2,7315,2266,1950
3,h,,3,2,2,6765,,
5,h,1350000,5,2,4,,2849,1950
3,t,,3,2,1,,1144,1970
3,h,1160000,3,2,1,6413,,
3,h,,3,1,1,5951,,
4,h,1375000,4,1,3,8327,1650,1968
3,h,1320000,3,2,4,8778,,
4,h,840000,4,2,1,,,
3,h,2831000,3,1,3,12100,,
2,h,1820000,2,1,2,7711,1034,1940
2,u,610000,2,1,1,1980,,
5,h,,5,4,2,5192,3212,2013
5,h,5500000,5,5,2,9130,,
2,u,617000,2,1,1,,,
4,t,1700000,4,3,2,,,
3,h,4125000,3,1,3,,,
4,h,2515000,4,2,2,6413,3553,1925
2,u,817500,2,1,1,1221,1045,
3,h,1590000,3,2,3,6534,,
3,h,1775000,3,1,1,6622,,
4,h,,4,3,2,6633,,
2,h,780000,2,1,1,,,
3,h,673000,3,1,1,7249,,
3,h,1400000,3,1,0,,,
3,h,1200000,3,2,1,2739,,
2,u,515000,2,1,1,,,
2,u,,2,1,1,29403,825,2010
2,h,800000,2,1,0,1540,990,1890
2,t,,2,2,1,,1166,2003
2,h,1023000,2,1,,1694,836,1890
2,t,755000,2,2,1,,,
3,h,,3,1,1,4345,,
3,h,,3,2,2,5357,1331,1950
3,t,650000,,,,,,
3,u,820000,3,2,2,,1342,2008
3,h,680000,3,1,2,5852,1166,1977
3,h,670000,3,1,2,,1243,1960
3,h,814000,3,1,2,5962,,1970
3,h,715000,3,1,1,5951,1320,1960
3,h,657500,3,2,2,6941,,
4,h,580000,4,2,2,,1782,2010
3,h,,3,2,2,,1705,1960
3,h,930000,3,2,2,4059,,
3,h,,3,2,1,6578,,
4,h,4060000,4,3,2,10417,,
6,h,3950000,5,3,4,,,
3,h,1455000,3,2,2,,,
4,t,1850000,4,2,2,,2860,2010
3,t,1600000,3,2,1,,,1996
3,u,950000,3,1,2,,,
2,u,692500,2,1,1,1595,792,1970
3,h,,,,,,,
4,h,,4,2,2,,,
2,u,615000,2,1,1,,,
2,h,1520000,2,1,1,2123,1166,1900
3,h,,3,2,1,,,
4,t,,4,3,2,,,
3,h,1333000,3,2,2,,1408,2014
2,u,,2,1,1,,693,1970
2,h,645000,,,,,,
4,h,1609000,4,2,2,7304,1705,1900
4,t,985000,4,2,2,,1859,2000
2,u,490000,2,1,1,,,
3,h,,3,1,1,7766,1595,1960
3,h,,3,1,1,,,
2,h,1131000,2,1,1,,,
3,h,,3,1,2,6644,,
3,h,721000,3,1,2,,,
3,h,960000,3,1,2,,,
3,h,1295000,3,2,2,7227,2145,1958
3,h,1238888,3,1,1,,1408,1955
2,u,575000,2,1,2,10054,979,1970
3,h,1436000,3,2,,1353,1408,1990
3,h,1020000,3,1,1,,,
4,h,1055000,4,1,1,6160,,
4,h,1080000,4,1,1,4972,,
2,t,685000,2,2,1,,1067,2008
2,h,550000,2,1,1,,946,1960
3,h,1210000,3,1,4,5060,1551,1920
2,t,631000,2,2,1,21615,1133,2000
4,h,926000,4,1,5,6215,,
3,h,457000,3,1,2,6061,1298,1975
4,h,560000,4,2,1,,2145,1985
4,h,505000,4,2,2,4466,,
3,h,497500,3,2,2,,1694,2010
3,h,,3,1,1,1573,,1871
3,u,640000,3,1,2,,2233,1930
4,h,730000,4,2,2,7205,2024,1965
3,h,,3,1,2,14861,1375,1970
3,h,1005000,3,1,8,11902,,
3,h,790000,3,2,2,7249,1441,1987
3,h,931000,3,2,2,9889,,
4,h,1000000,4,3,4,,2706,1988
4,h,,4,3,2,,,
3,h,857000,3,2,1,11077,2750,1980
3,h,477000,3,1,1,6897,1067,1960
3,h,500000,3,1,1,4092,,
3,h,510000,3,2,1,7403,1375,1995
3,h,632000,3,1,2,5984,,
3,h,610000,3,1,3,,,
3,h,585000,3,1,,,990,1960
4,h,750000,4,2,1,,,
4,h,850000,4,2,4,,3443,2010
4,h,950000,4,2,2,9669,2585,1995
4,h,955000,4,2,2,6765,,
4,h,1375000,4,2,3,7172,2398,1970
3,h,1400000,,,,,,
3,t,,3,2,1,,,2000
4,h,1275000,4,2,2,,2728,1975
5,h,1820000,5,3,2,6930,,
3,h,1482000,3,1,3,7843,,
3,h,1050000,3,2,2,,1496,2007
4,h,1470000,4,2,2,8525,,
3,u,1050000,3,2,2,,,
4,h,,4,2,3,8085,,1960
4,t,1175000,4,2,2,7953,2585,2009
3,h,937000,3,1,2,,1232,1960
3,u,800000,3,1,2,,,1975
4,h,,4,2,2,9603,2629,1985
3,h,1381000,3,2,1,7106,1870,1975
3,t,920000,,,,,,
3,h,1701000,3,1,2,,1452,1970
3,h,1620000,3,2,1,9328,,
3,t,1171000,3,2,2,2717,,
4,h,555000,4,2,2,4257,,
3,h,500500,3,1,2,,957,1950
4,h,,4,1,,3817,,
3,h,,3,2,1,,1221,1950
4,h,,4,2,2,10615,2442,1985
3,h,,3,1,1,,,
3,h,881017,3,2,2,7282,,
3,h,,3,2,2,3641,2860,1929
1,u,660000,1,1,2,,,
5,h,,5,3,4,,,
2,u,670000,2,1,0,7073,,1950
3,h,613000,3,1,2,,1067,1975
4,h,620000,4,2,2,,,
4,h,652000,4,1,5,6028,,
3,h,557500,3,1,2,7194,,
4,h,599500,4,2,2,,,
3,h,569000,3,2,2,,,
3,h,582000,3,1,2,,1210,1980
4,h,1620000,4,1,1,,1837,1970
4,t,1185000,4,3,1,2255,1848,2010
3,h,1210000,3,2,2,,,
4,h,2100000,4,2,3,10120,2816,1990
4,h,900000,4,1,1,5258,,
3,h,1500000,3,1,2,7139,,
2,u,,2,2,1,,,2014
2,u,850000,2,1,1,,,
2,t,700000,,,,,,
3,h,1260000,3,2,2,,2365,2013
3,u,801000,3,2,1,2816,1375,2000
3,h,1492000,3,2,1,3212,1287,1930
2,u,746500,2,1,2,,803,2012
2,t,515000,2,1,2,1947,924,2013
3,h,760000,3,1,2,10384,1144,1981
3,h,2300000,3,2,1,2233,1793,1890
2,u,630000,2,1,1,,693,2011
3,h,905000,,,,,,
4,h,2136000,4,1,3,,,
2,u,,2,1,1,,,
2,h,1090000,2,1,2,2893,,
2,u,530000,2,1,1,,,
3,h,1500000,3,1,2,2651,1309,
2,u,410000,2,1,1,,1045,2007
2,h,978000,2,1,1,,1221,1900
2,t,,2,1,1,,924,2015
3,u,460000,3,1,1,,880,2010
3,h,810000,3,2,2,1331,,2014
2,u,730000,2,1,1,3256,3256,1998
3,h,,3,2,4,5940,,1971
3,h,,3,1,2,,,1980
3,h,770000,3,1,1,,1617,1940
4,h,695000,4,1,3,7843,1199,1950
2,u,335250,2,1,1,,825,1972
3,h,938000,3,1,1,10692,,
3,h,485000,,,,,,
3,h,1155000,3,2,2,26455,2662,1980
4,h,1905000,4,2,2,16181,1980,1960
3,h,680000,3,1,2,3300,,
4,h,670000,4,2,2,8019,,1980
3,h,650000,3,1,3,5819,1287,
4,h,670000,4,2,3,2343,1716,1970
3,t,,3,2,2,,1331,2005
3,h,1300000,3,2,2,4400,1870,1900
4,h,2825000,4,2,2,8008,,
4,h,1770000,4,3,2,3036,,
2,u,782500,2,2,1,,,1965
2,h,1200000,2,1,2,,,
2,h,1910000,2,1,1,9328,,
3,h,1850000,3,1,1,7095,,
3,h,2152500,3,2,2,7216,,1930
4,h,1622500,4,2,2,,2959,
3,h,,3,1,3,,,
3,t,1160000,3,2,2,2233,,
2,u,791000,2,1,1,3410,,
3,h,1370000,3,1,,7172,,
5,h,,5,5,2,8250,,1963
3,u,1026000,3,2,2,,,
4,t,,,,,,,
3,h,815000,3,1,1,7667,,
3,h,880000,,,,,,
4,h,835000,4,1,3,7139,1342,1960
3,h,830000,3,1,2,7205,1210,1960
3,h,815000,3,1,3,8360,,1960
3,u,675000,,,,,,
3,t,599000,,,,,,
3,h,780000,3,1,3,6798,1276,1960
4,h,635000,4,2,2,29469,44,2005
4,h,,4,2,5,,,
2,u,,2,1,1,,1023,1990
2,u,585000,,,,,,
3,h,700000,3,1,2,7436,,
3,h,895000,3,2,1,,1595,1940
5,h,,5,2,2,,,
4,h,797000,4,2,2,11627,2145,1995
4,h,685000,,,,,,
3,u,,3,2,2,,,
2,u,543500,2,1,2,,803,1990
4,h,2675000,4,2,4,8008,,
4,h,1990000,,,,,,
4,h,2499000,4,2,2,,2640,2014
4,h,1900000,4,3,2,7689,2508,1985
4,h,2260000,4,2,2,8426,,
3,h,,3,1,2,,,
4,t,,4,3,2,3113,2013,2016
3,t,1250000,3,2,2,,1430,1965
1,u,315000,1,1,1,,,
